cancel	取消	
buy_train_ticket	我要坐本月8日的高铁	3:4:日期时间
weather_general	浙江省温州市苍南县藻溪镇天气咋样	0:12:地点
inform	从深圳出发	1:2:出发地
deny	不行	
buy_train_ticket	我想买最近的高铁票	3:2:日期时间
cancel	算了吧	
weather_general	查一下天气	
weather_condition	下月二十二日有冰雹吗？	0:6:日期时间|7:2:天气现象
buy_train_ticket	我要买高铁票	
inform	去杭州	1:2:目的地
buy_ticket	我要买票	
weather_condition	天城镇有没有雨	0:3:地点|6:1:天气现象
inform	去徐州市	1:3:目的地
affirm	就这样吧	
deny	不对	
buy_flight_ticket	帮我买票,从浦东国际机场出发	6:6:出发地
buy_ticket	帮我买票	
deny	不是	
buy_train_ticket	我要坐高铁去上海火车站	6:5:目的地
buy_ticket	我想要买票	
buy_ticket	我要买元旦的票	3:2:日期时间
buy_train_ticket	我想买去杭州站的车票	4:3:目的地
inform	在大兴机场落地	1:4:目的地
weather_general	广东省惠州市惠阳区秋长镇的天气怎么样	0:12:地点
affirm	行	
affirm	是的	
buy_train_ticket	我要乘高铁去上海南站	6:4:目的地
weather_condition	董家埂乡会不会下雨	0:4:地点|8:1:天气现象
affirm	可以	
weather_general	干县姜村镇天气如何	0:5:地点
weather_general	一月二十三日四川省南充市顺庆区舞凤街道的天气	0:6:日期时间|6:13:地点
deny	我不同意	
buy_train_ticket	我要坐这阵子的高铁	3:3:日期时间
deny	不可以	
weather_general	查天气	
weather_condition	后年的6月四号有没有冰雹	0:7:日期时间|10:2:天气现象
buy_flight_ticket	我要坐这几天的飞机	3:3:日期时间
inform	明年十月的23号的	0:8:日期时间
buy_ticket	我想买票	
buy_flight_ticket	我要买票,从大兴机场起飞	6:4:出发地
affirm	确认	
weather_condition	安徽省滁州市全椒县复兴乡会下冰雹吗	0:12:地点|14:2:天气现象
buy_ticket	帮我买去重庆的票	4:2:目的地
buy_flight_ticket	我想乘飞机从天津市起飞	6:3:出发地
inform	在首都国际机场落地	1:6:目的地
weather_condition	最近有雾霾么	0:2:日期时间|3:2:天气现象
buy_flight_ticket	我想买从浦东国际机场出发的票	4:6:出发地
inform	从重庆市出发	1:3:出发地
inform	我从上海南站出发	2:4:出发地
inform	在白云机场落地	1:4:目的地
weather_condition	河南省平顶山市舞钢市院岭街道会打雷吗?	0:14:地点|16:1:天气现象
affirm	我确定	
buy_ticket	帮我买去天津市的票	4:3:目的地
buy_flight_ticket	帮我买飞往大兴机场的票	5:4:目的地
buy_flight_ticket	帮我买飞往浦东国际机场的票	5:6:目的地
weather_general	这阵子连城县莲峰镇天气咋样	0:3:日期时间|3:6:地点
buy_flight_ticket	我想乘二零四八年七月17号的飞机	3:10:日期时间
buy_flight_ticket	帮我买去浦东机场的票	4:4:目的地
weather_general	1月的二十七号的运河西街道天气咋样	0:7:日期时间|8:5:地点
inform	从蚌埠出发	1:2:出发地
buy_flight_ticket	帮我买去武汉的机票	4:2:目的地
inform	周六	0:2:日期时间
buy_train_ticket	我想坐去徐州的高铁	4:2:目的地
weather_condition	本月二十二号有冰雹么	0:6:日期时间|7:2:天气现象
buy_ticket	我想要买去重庆的票	5:2:目的地
weather_condition	顺义区大孙各庄有没有冰雹	0:7:地点|10:2:天气现象
buy_flight_ticket	我想买票,从大兴机场起飞	6:4:出发地
buy_flight_ticket	我想买飞往虹桥机场的票	5:4:目的地
buy_train_ticket	帮我买火车票	
deny	反对	
buy_flight_ticket	我想要乘飞机飞往虹桥机场	8:4:目的地
weather_condition	普宁洪阳有冰雹吗	0:4:地点|5:2:天气现象
buy_flight_ticket	我要买从上海出发的飞机票	4:2:出发地
weather_condition	最近有没有可能打雷	0:2:日期时间|8:1:天气现象
weather_general	帮忙报天气如何	
buy_flight_ticket	我想买机票	
inform	北京东站	0:4:地点
weather_condition	下个月五日有没有雾霾	0:5:日期时间|8:2:天气现象
buy_train_ticket	帮我买本月十九号的火车票	3:5:日期时间
weather_general	胡季尔特后年的6月三号天气如何	0:4:地点|4:7:日期时间
buy_flight_ticket	帮我买去上海浦东机场的票	4:6:目的地
inform	从北京东站出发	1:4:出发地
weather_general	播报一下天气	
buy_flight_ticket	帮我买机票	
weather_condition	荷塘乡有雨吗	0:3:地点|4:1:天气现象
weather_condition	最近会下大雨么	0:2:日期时间|5:1:天气现象
weather_general	山西省朔州市平鲁区白堂乡天气如何	0:12:地点
deny	不要	
affirm	确定	
buy_ticket	帮我买2015年6月的三十一日的票	3:12:日期时间
buy_train_ticket	我要买去虹桥火车站的车票	4:5:目的地
inform	白云机场	0:4:地点
weather_condition	8月十八日万山区万山镇有没有雨	0:5:日期时间|5:6:地点|14:1:天气现象
weather_condition	永州市冷水滩区肖家园街道有冰雹么	0:12:地点|13:2:天气现象
buy_ticket	帮我买这阵子的票	3:3:日期时间
buy_flight_ticket	我想买从大兴机场起飞的票	4:4:出发地
inform	到上海	1:2:目的地
buy_flight_ticket	帮我买去周口的机票	4:2:目的地
deny	我反对	
buy_train_ticket	我要买火车票	
weather_general	扬州市高邮市卸甲镇的本月的二十六号天气如何	0:9:地点|10:7:日期时间
inform	3号	0:2:日期时间
inform	从大兴机场出发	1:4:出发地
affirm	就这样	
deny	不同意	
weather_general	麻烦你播报天气	
buy_train_ticket	帮我买高铁票	
buy_flight_ticket	我要乘明年4月29日的飞机	3:7:日期时间
inform	杭州东	0:3:地点
inform	这月27号的	0:5:日期时间
buy_flight_ticket	我要买去北京的机票	4:2:目的地
buy_flight_ticket	我要买今年十月四号的机票	3:6:日期时间
buy_flight_ticket	帮我买从首都国际机场出发的票	4:6:出发地
buy_train_ticket	我想买六月29号的火车票	3:5:日期时间
buy_ticket	帮我买这月六日的票	3:4:日期时间
weather_condition	武定县石腊它苗族乡的下个月的23日会下雨么	0:9:地点|10:7:日期时间|19:1:天气现象
buy_ticket	我想买1951年的十月的3号的票	3:11:日期时间
buy_train_ticket	我想坐车去虹桥火车站	5:5:目的地
weather_general	下个月3号天气	0:5:日期时间
inform	去杭州站	1:3:目的地
buy_train_ticket	我想要乘去周口市的车	5:3:目的地
buy_flight_ticket	帮我买飞往首都国际机场的票	5:6:目的地
weather_general	查天气怎么样	
inform	本星期6	0:4:日期时间
weather_general	这月1号木垒哈萨克自治县照壁山乡天气如何	0:4:日期时间|4:12:地点
weather_condition	今年的3月25日有雾霾吗？	0:8:日期时间|9:2:天气现象
weather_general	公河来苏木的中秋天气如何	0:5:地点|6:2:日期时间
weather_condition	8月9号涟源白马有雨么	0:4:日期时间|4:4:地点|9:1:天气现象
weather_general	卡林朋天气如何	0:3:地点
weather_condition	蔚南杨庄今年五月的3日会下雨么?	0:4:地点|4:7:日期时间|13:1:天气现象
weather_general	最近天气	0:2:日期时间
buy_flight_ticket	我要坐飞机从上海浦东机场出发	6:6:出发地
weather_general	播报天气	
buy_flight_ticket	我想坐飞机去首都国际机场	6:6:目的地
buy_train_ticket	我想买高铁票	
buy_flight_ticket	帮我买去大兴机场的机票	4:4:目的地
affirm	好的,就这样吧	
buy_train_ticket	我想坐车去杭州东	5:3:目的地
buy_flight_ticket	我要买飞往虹桥机场的票	5:4:目的地
inform	杭州站	0:3:地点
buy_train_ticket	我想乘去周口市的车	4:3:目的地
buy_ticket	帮我买去重庆市的票	4:3:目的地
buy_flight_ticket	帮我买从周口出发的机票	4:2:出发地
inform	我从虹桥火车站出发	2:5:出发地
buy_flight_ticket	我想要坐飞机从白云机场出发	7:4:出发地
inform	我飞往白云机场	3:4:目的地
weather_condition	下个月二十号南开区向阳路街道有没有霾	0:6:日期时间|6:8:地点|17:1:天气现象
buy_flight_ticket	我要坐飞机从白云机场起飞	6:4:出发地
weather_condition	星期4有没有冰雹	0:3:日期时间|6:2:天气现象
weather_condition	大后天的张家口市蔚县黄梅乡是不是会下大暴雨	0:3:日期时间|4:9:地点|20:1:天气现象
weather_condition	河南孟津县下月17日会打雷么	0:5:地点|5:5:日期时间|12:1:天气现象
buy_ticket	帮我买去海口市的票	4:3:目的地
buy_ticket	帮我买最近两天的票	3:4:日期时间
buy_flight_ticket	我要买机票	
buy_train_ticket	我想买火车票	
weather_general	报天气	
buy_flight_ticket	帮我买票,从白云机场起飞	6:4:出发地
weather_general	双湖县多玛乡今日的天气如何	0:6:地点|6:2:日期时间
buy_ticket	我想要买去上海市的票	5:3:目的地
weather_condition	12月十九日云溪区会下冰雹么?	0:6:日期时间|6:3:地点|11:2:天气现象
weather_condition	周六舞阳县有没有可能下冰雹	0:2:日期时间|2:3:地点|11:2:天气现象
weather_condition	这几天是不是会下小雨	0:3:日期时间|9:1:天气现象
affirm	好的,就这样	
weather_general	云南省大理白族自治州洱源县右所镇天气咋样	0:16:地点
buy_train_ticket	我想要买火车票	
inform	去银川	1:2:目的地
weather_general	三十一日天气	0:4:日期时间
buy_ticket	我要买去蚌埠的票	4:2:目的地
inform	从杭州站出发	1:3:出发地
buy_ticket	我想要买周2的票	4:2:日期时间
buy_train_ticket	我要坐去北京东站的高铁	4:4:目的地
buy_train_ticket	我要坐车去南昌	5:2:目的地
buy_ticket	帮我买去深圳市的票	4:3:目的地
weather_condition	大坝场镇的清明会下雨吗	0:4:地点|5:2:日期时间|9:1:天气现象
weather_general	这阵子天气咋样	0:3:日期时间
weather_general	晋城市高平市北城街道的天气	0:10:地点
inform	虹桥机场	0:4:地点
inform	去上海浦东机场	1:6:目的地
weather_condition	后日有没有冰雹	0:2:日期时间|5:2:天气现象
buy_train_ticket	我想买二十二日的火车票	3:4:日期时间
inform	去浦东机场	1:4:目的地
buy_train_ticket	我要乘火车去成都	6:2:目的地
weather_condition	大后年的三月十三日有雨吗	0:9:日期时间|10:1:天气现象
buy_ticket	帮我买4月八号的票	3:4:日期时间
inform	南宁	0:2:地点
weather_condition	1月26日会下雨吗	0:5:日期时间|7:1:天气现象
weather_condition	宜冲桥乡有没有霾	0:4:地点|7:1:天气现象
weather_condition	廊坊市大厂回族自治县大厂镇会不会打雷呀	0:13:地点|17:1:天气现象
buy_flight_ticket	帮我买这阵子的机票	3:3:日期时间
inform	去年五月的十五日	0:8:日期时间
weather_condition	14日的襄城县丁营乡有没有霾	0:3:日期时间|4:6:地点|13:1:天气现象
inform	从北京出发	1:2:出发地
inform	在白云机场降落	1:4:目的地
weather_condition	今年4月二日河南省安阳市文峰区南关街道的会下雨吗	0:6:日期时间|6:13:地点|22:1:天气现象
weather_general	报天气怎么样	
weather_condition	山西古交市有霾吗	0:5:地点|6:1:天气现象
buy_train_ticket	我要买后年一月的13日的高铁票	3:8:日期时间
weather_general	最近的天气	0:2:日期时间
buy_flight_ticket	我要买从重庆出发的机票	4:2:出发地
inform	我要从北京东站出发	3:4:出发地
weather_general	辽宁省朝阳市朝阳县乌兰河硕蒙古族乡的12月三日天气	0:17:地点|18:5:日期时间
buy_flight_ticket	帮我买去贵阳的机票	4:2:目的地
inform	我从盐城出发	2:2:出发地
weather_condition	山西省陵川县有没有冰雹啊	0:6:地点|9:2:天气现象
inform	深圳	0:2:地点
weather_condition	9月四日有雾霾么	0:4:日期时间|5:2:天气现象
inform	从盐城出发	1:2:出发地
weather_general	最近几天天气	0:4:日期时间
weather_condition	四月的十号会下雨么？	0:5:日期时间|7:1:天气现象
buy_flight_ticket	我想要乘这月二十八号的飞机	4:6:日期时间
buy_ticket	我想买下月十一日的票	3:5:日期时间
weather_general	一九一〇年的10月17号天气怎么样	0:12:日期时间
weather_condition	一九二九年九月22号岳林街道会不会打雷	0:10:日期时间|10:4:地点|18:1:天气现象
buy_flight_ticket	帮我买从上海出发的机票	4:2:出发地
weather_condition	江苏省盐城市亭湖区黄尖镇有冰雹么	0:12:地点|13:2:天气现象
buy_flight_ticket	帮我买飞往重庆的机票	5:2:目的地
weather_general	后年9月23日的宁夏回族自治区吴忠市盐池县冯记沟乡的天气如何	0:7:日期时间|8:17:地点
buy_flight_ticket	帮我买票,从首都国际机场出发	6:6:出发地
weather_condition	滨州市无棣县车镇乡有冰雹么	0:9:地点|10:2:天气现象
buy_train_ticket	我想要乘后年六月的22号的高铁	4:8:日期时间
weather_condition	5月六日会打雷吗	0:4:日期时间|6:1:天气现象
weather_general	播报一下天气咋样	
weather_general	这个星期六天气	0:5:日期时间
weather_general	报天气咋样	
weather_condition	这两天化隆回族自治县巴燕镇有雾霾吗	0:3:日期时间|3:10:地点|14:2:天气现象
buy_flight_ticket	我要坐飞机去福州	6:2:目的地
buy_train_ticket	我要买周六的火车票	3:2:日期时间
weather_condition	这个月3号有冰雹吗	0:5:日期时间|6:2:天气现象
buy_ticket	我要买去西安的票	4:2:目的地
inform	从上海火车站出发	1:5:出发地
buy_train_ticket	我想要买下个星期一的火车票	4:5:日期时间
weather_condition	一九二七年12月9日有雾霾吗	0:10:日期时间|11:2:天气现象
inform	二十号	0:3:日期时间
inform	从徐州出发	1:2:出发地
weather_condition	最近会打雷吗?	0:2:日期时间|4:1:天气现象
weather_general	最近岑巩县大有乡天气	0:2:日期时间|2:6:地点
buy_ticket	我要买去周口的票	4:2:目的地
buy_train_ticket	我想要坐高铁去上海南站	7:4:目的地
buy_train_ticket	帮我买这个月三日的火车票	3:5:日期时间
buy_train_ticket	帮我买一九六七年六月的22日的高铁票	3:11:日期时间
buy_train_ticket	我要乘去沈阳的车	4:2:目的地
inform	去蚌埠	1:2:目的地
weather_condition	江苏省徐州市邳州市邢楼镇有冰雹吗	0:12:地点|13:2:天气现象
weather_condition	雷州松竹有冰雹吗?	0:4:地点|5:2:天气现象
buy_train_ticket	我要买后年的5月13号的高铁票	3:8:日期时间
buy_train_ticket	我要坐去上海火车站的车	4:5:目的地
buy_train_ticket	我想要买去上海火车站的火车票	5:5:目的地
weather_general	泾阳中张天气如何	0:4:地点
buy_ticket	我要买五月四日的票	3:4:日期时间
buy_flight_ticket	帮我买飞机票	
buy_train_ticket	我想买去重庆市的车票	4:3:目的地
weather_condition	铜陵市会打雷吗？	0:3:地点|5:1:天气现象
weather_general	这几天乐安万崇天气	0:3:日期时间|3:4:地点
buy_flight_ticket	帮我买去海口的飞机票	4:2:目的地
buy_ticket	我要买下月九日的票	3:4:日期时间
weather_condition	1923年8月26日会下雨么	0:10:日期时间|12:1:天气现象
weather_condition	开州区丰乐街道有没有雨呢	0:7:地点|10:1:天气现象
weather_condition	周六有雨么	0:2:日期时间|3:1:天气现象
buy_train_ticket	我想买去西宁的高铁票	4:2:目的地
buy_train_ticket	我想要坐下个月的24日的高铁	4:7:日期时间
buy_ticket	帮我买去周口的票	4:2:目的地
weather_condition	新疆维吾尔自治区昌吉回族自治州昌吉市硫磺沟镇有霾吗	0:22:地点|23:1:天气现象
inform	一九五八年5月24日	0:10:日期时间
buy_ticket	帮我买去天津的票	4:2:目的地
buy_flight_ticket	我要买飞机票	
buy_train_ticket	帮我买去重庆的车票	4:2:目的地
weather_general	白银市平川区宝积乡天气	0:9:地点
weather_general	四川省广元市青川县孔溪乡周四天气	0:12:地点|12:2:日期时间
weather_condition	佳木斯市前进区永安街道有冰雹么	0:11:地点|12:2:天气现象
buy_train_ticket	我想买去虹桥火车站的车票	4:5:目的地
weather_condition	后年6月2号有没有雨	0:6:日期时间|9:1:天气现象
buy_train_ticket	我想乘去深圳的高铁	4:2:目的地
weather_condition	环县环城镇有没有霾	0:5:地点|8:1:天气现象
buy_train_ticket	我要乘车去虹桥火车站	5:5:目的地
deny	不要这样	
buy_ticket	帮我买六月十一日的票	3:5:日期时间
buy_flight_ticket	帮我买从虹桥机场起飞的票	4:4:出发地
weather_general	明水县通达镇天气	0:6:地点
inform	去白云机场降落	1:4:目的地
weather_condition	新化县温塘镇有霾吗	0:6:地点|7:1:天气现象
buy_flight_ticket	帮我买飞往北京的机票	5:2:目的地
weather_general	排埠镇天气	0:3:地点
buy_train_ticket	我想买去周口市的高铁票	4:3:目的地
buy_flight_ticket	帮我买从西安起飞的飞机票	4:2:出发地
buy_flight_ticket	帮我买从浦东机场出发的票	4:4:出发地
buy_train_ticket	我要乘下个月的十五号的火车	3:7:日期时间
buy_train_ticket	我要买去北京东站的车票	4:4:目的地
weather_general	北京市平谷大华山镇天气	0:9:地点
buy_train_ticket	我要买明年的九月二十九号的火车票	3:9:日期时间
buy_train_ticket	我要买这阵子的高铁票	3:3:日期时间
buy_flight_ticket	我要坐大后年四月20号的飞机	3:8:日期时间
buy_ticket	帮我买周四的票	3:2:日期时间
weather_condition	最近会不会下冰雹	0:2:日期时间|6:2:天气现象
buy_train_ticket	我要坐后日的火车	3:2:日期时间
buy_train_ticket	我想坐去徐州市的高铁	4:3:目的地
weather_condition	二零九一年7月六日云南省丽江市玉龙纳西族自治县巨甸镇有没有冰雹	0:9:日期时间|9:17:地点|29:2:天气现象
inform	八月三十一日	0:6:日期时间
weather_general	帮忙查天气	
weather_general	巴音郭楞蒙古自治州焉耆回族自治县天气如何	0:16:地点
buy_flight_ticket	我要乘2066年6月二十三号的飞机	3:11:日期时间
inform	1980年四月二十三日	0:11:日期时间
buy_train_ticket	我要坐这个月21日的火车	3:6:日期时间
weather_general	报一下天气	
weather_condition	山东省威海市乳山市诸往镇有冰雹么	0:12:地点|13:2:天气现象
buy_ticket	我要买元宵的票	3:2:日期时间
buy_flight_ticket	我想买明年9月22日的机票	3:7:日期时间
weather_condition	十二月7号有没有冰雹呀	0:5:日期时间|8:2:天气现象
weather_condition	后年3月的20号会打雷吗	0:8:日期时间|10:1:天气现象
weather_condition	这月十一日会下冰雹吗	0:5:日期时间|7:2:天气现象
weather_general	四川松潘县天气如何	0:5:地点
weather_condition	今年的1月的22号是不是会下冰雹啊	0:9:日期时间|14:2:天气现象
buy_train_ticket	帮我买去杭州站的高铁票	4:3:目的地
buy_ticket	我要买去徐州的票	4:2:目的地
buy_ticket	帮我买最近的票	3:2:日期时间
weather_condition	最近静乐县固镇有雨么	0:2:日期时间|2:5:地点|8:1:天气现象
weather_general	高坪区大后年的六月三十日天气怎么样	0:3:地点|3:9:日期时间
weather_general	一马路街道的天气怎么样	0:5:地点
weather_condition	广安区恒升镇是不是会下冰雹	0:6:地点|11:2:天气现象
weather_general	这阵子的天气	0:3:日期时间
buy_ticket	我想买明年十一月的二十八号的票	3:10:日期时间
weather_condition	星期2有没有雨	0:3:日期时间|6:1:天气现象
weather_general	下月二十七日天气如何	0:6:日期时间
weather_general	下个月16号的天气咋样	0:6:日期时间
buy_flight_ticket	我要坐飞机飞往上海浦东机场	7:6:目的地
weather_general	查天气如何	
weather_condition	武官寨镇是不是会下冰雹	0:4:地点|9:2:天气现象
weather_condition	石湾街道三十日的有霾么	0:4:地点|4:3:日期时间|9:1:天气现象
buy_flight_ticket	我想要乘这几天的飞机	4:3:日期时间
buy_train_ticket	帮我买去上海的高铁票	4:2:目的地
buy_train_ticket	我想买去虹桥火车站的高铁票	4:5:目的地
inform	浦东机场	0:4:地点
inform	我到福州	2:2:目的地
buy_flight_ticket	我想要买机票	
buy_ticket	帮我买今年3月19号的票	3:7:日期时间
buy_flight_ticket	我想坐飞机从大兴机场起飞	6:4:出发地
inform	到台北	1:2:目的地
buy_ticket	我要买去西宁市的票	4:3:目的地
buy_train_ticket	我想乘这两天的高铁	3:3:日期时间
buy_train_ticket	帮我买这个月二日的火车票	3:5:日期时间
inform	大兴机场	0:4:地点
buy_ticket	帮我买这个月的二十五日的票	3:8:日期时间
weather_condition	惠州市惠阳区淡水街道有没有可能下冰雹啊	0:10:地点|16:2:天气现象
inform	首都国际机场	0:6:地点
weather_general	信阳市光山县晏河乡周4天气如何	0:9:地点|9:2:日期时间
buy_train_ticket	我想乘周4的火车	3:2:日期时间
inform	二零六二年一月的18日	0:11:日期时间
buy_ticket	帮我买星期4的票	3:3:日期时间
weather_general	洞口县桐山乡天气如何	0:6:地点
buy_flight_ticket	我想坐八月的24号的飞机	3:6:日期时间
weather_general	周四昌都市边坝县马武乡天气	0:2:日期时间|2:9:地点
